,file_name,case_name,docket_number,Argued,Decided,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,advocate_ID_0,advocate_0,advocate_description_0,advocate_ID_1,advocate_1,advocate_description_1,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,advocate_ID_2,advocate_2,advocate_description_2,Granted,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,Reargued,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,advocate_ID_3,advocate_3,advocate_description_3,advocate_ID_4,advocate_4,advocate_description_4,charles_e_whittaker,advocate_ID_5,advocate_5,advocate_description_5,advocate_ID_6,advocate_6,advocate_description_6,advocate_ID_7,advocate_7,advocate_description_7,advocate_ID_8,advocate_8,advocate_description_8,advocate_ID_9,advocate_9,advocate_description_9,elena_kagan,neil_gorsuch,brett_m_kavanaugh,advocate_ID_10,advocate_10,advocate_description_10,Restored to the calendar and set for reargument,"Revoked order of June 23, 1975",advocate_ID_11,advocate_11,advocate_description_11,advocate_ID_12,advocate_12,advocate_description_12,advocate_ID_13,advocate_13,advocate_description_13,advocate_ID_14,advocate_14,advocate_description_14,advocate_ID_15,advocate_15,advocate_description_15,Question certified to the Supreme Court of Florida,Question certified,Juris Postponed
0,2011.11-45,Elgin v. Department of the Treasury,11-45,1330322400.0,1339390800.0,"Michael B. Elgin, et al.",Petitioner,"Department of the Treasury, et al.",Respondent,,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,majority,28003.0,harvey_a_schwartz,for the petitioners,22289.0,eric_j_feigin,"Assistant to the Solicitor General, Department of Justice, for the respondents",majority,,majority,minority,majority,,,,1318827600.0,majority,minority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1960.31,"Michalic v. Cleveland Tankers, Inc.",31,-290286000.0,-288727200.0,Michalic,Petitioner,"Cleveland Tankers, Inc.",Respondent,Michalic,majority opinion,5.0,3.0,minority,majority,majority,minority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1992.111_orig,Delaware v. New York,111 ORIG,723880800.0,733471200.0,Delaware,Petitioner,New York,Respondent,Delaware,majority opinion,6.0,3.0,,,,,,minority,,,,,minority,,majority,minority,majority,majority,21158.0,dennis_g_lyons,for the plaintiff,29088.0,jerry_boone,for the defendant,majority,majority,majority,,,17915.0,bernard_nash,in support of the Special Master's Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2004.03-409,"KP Permanent Make-Up, Inc. v. Lasting Impression I, Inc.",03-409,1096952400.0,1102485600.0,"KP Permanent Make-Up, Inc.",Petitioner,"Lasting Impression I, Inc., et al.",Respondent,"KP Permanent Make-Up, Inc.",majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,17414.0,beth_s_brinkmann,argued the cause for Respondents,36306.0,michael_machat,argued the cause for Petitioners,majority,majority,majority,majority,majority,38150.0,patricia_a_millett,"argued the cause for Petitioners, on behalf of the United States, as amicus curiae",1073628000.0,,,,,,,,,,,39797.0,robert_a_long_jr,for the Society of Permanent Cosmetic Professionals et al. as amici curiae urging affirmance,46016.0,william_d_raman,for the International Trademark Association as amicus curiae,,42630.0,theodore_h_davis_jr,for the International Trademark Association as amicus curiae,37395.0,olivia_maria_baratta,for the International Trademark Association as amicus curiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1976.76-539,Dayton Board of Education v. Brinkman,76-539,230878800.0,236235600.0,Dayton Board of Education,Petitioner,Brinkman,Respondent,Dayton Board of Education,majority opinion,8.0,0.0,,,,majority,majority,majority,,,,none,majority,majority,majority,majority,,,20882.0,david_c_greer,for petitioners,34763.0,louis_r_lucas,for respondents,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1972.71-1456,Salyer Land Company v. Tulare Lake Basin Water Storage District,71-1456,95320800.0,101455200.0,Salyer Land Company,Appellant,Tulare Lake Basin Water Storage District,Appellee,,majority opinion,6.0,3.0,,,minority,majority,minority,majority,,,,minority,majority,majority,majority,,,,42754.0,thomas_keister_greer,for appellants,40093.0,robert_m_newell,for appellee,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1982.81-1244,Hensley v. Eckerhart,81-1244,405151200.0,421909200.0,Hensley,Petitioner,Eckerhart,Respondent,Hensley,majority opinion,5.0,4.0,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,,41269.0,stanley_j_eichner,on behalf of the Respondents,35544.0,michael_l_boicourt,on behalf of the Petitioners,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1960.25,Polites v. United States,25,-290458800.0,-287517600.0,Gus Polites,Petitioner,United States,Respondent,United States,majority opinion,5.0,4.0,majority,minority,minority,majority,minority,,minority,majority,,,,,,,,,25088.0,george_w_crockett_jr,for the petitioner,19054.0,charles_gordon,for the United States,,,,,,,,,,,,,,majority,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2008.07-526,Carcieri v. Salazar,07-526,1225692000.0,1235455200.0,"Donald L. Carcieri, Governor of Rhode Island",Petitioner,"Ken L. Salazar, Secretary of the Interior, et al.",Respondent,"Donald L. Carcieri, Governor of Rhode Island",majority opinion,6.0,3.0,,,,,,,,,,,,,,minority,,majority,43165.0,theodore_b_olson,argued the cause for the petitioners,21224.0,deanne_e_maynard,"Assistant to the Solicitor General, argued the cause for the respondent",majority,minority,majority,minority,majority,,,,1203919200.0,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1960.183,Maynard v. Durham & Southern Railway Company,183,-283024800.0,-279655200.0,Maynard,Petitioner,Durham & Southern Railway Company,Respondent,Maynard,majority opinion,6.0,2.0,minority,majority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1984.83-728,"Herb's Welding, Inc. v. Gray",83-728,465627600.0,479973600.0,"Herb's Welding, Inc.",Petitioner,Gray,Respondent,"Herb's Welding, Inc.",majority opinion,5.0,4.0,,,,,minority,majority,,,,minority,minority,majority,majority,majority,minority,,18561.0,carolyn_f_corwin,on behalf of the federal respondent,43880.0,wood_brown_iii,on behalf of the petitioners,,,,,,42765.0,t_gerald_henderson,on behalf of respondent Gray,,,,majority,,,,,,,,18637.0,carolyn_p_corwin,on behalf of the federal respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1993.92-1625,"International Union, United Mine Workers of America v. Bagwell",92-1625,754552800.0,772952400.0,"International Union, United Mine Workers of America",Petitioner,Bagwell,Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1966.105,Keyishian v. Board of Regents of Univ. of State of N. Y.,105,-98560800.0,-92772000.0,"Henry Keyishian, et al.",Appellant,"Board of Regents of the University of the State of New York, et al.",Appellee,Keyishian,majority opinion,5.0,4.0,minority,majority,majority,minority,majority,minority,majority,minority,majority,,,,,,,,39786.0,richard_lipsitz,for the appellants,39579.0,ruth_v_iles,for the appellees,,,,,,29609.0,john_c_crary,for the appellees,-111524400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1997.96-976,Hudson v. United States,96-976,876286800.0,881733600.0,Hudson et al.,Petitioner,United States,Respondent,,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,17971.0,bernard_j_rothbaum,on behalf of the Petitioners,35719.0,michael_r_dreeben,on behalf of the Respondent,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1985.84-1097,Goldman v. Weinberger,84-1097,506066400.0,512114400.0,Goldman,Petitioner,Weinberger,Respondent,,majority opinion,5.0,4.0,,,,,minority,majority,,,,minority,minority,majority,majority,majority,minority,,33933.0,kathryn_a_oberly,Argued the cause for the respondents,37177.0,nathan_lewin,Argued the cause for the petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.384,Commissioner v. Bilder,384,-244922400.0,-242161200.0,Commissioner,Petitioner,Bilder,Respondent,Commissioner,majority opinion,6.0,1.0,majority,majority,minority,majority,majority,none,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1972.71-909,Environmental Protection Agency v. Mink,71-909,90136800.0,96530400.0,Environmental Protection Agency,Petitioner,Mink,Respondent,Environmental Protection Agency,majority opinion,5.0,3.0,,,minority,majority,minority,majority,,,,minority,majority,majority,none,,,,38940.0,ramsey_clark,for respondents,38926.0,roger_c_cramton,for petitioners,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2014.14-46,Michigan v. Environmental Protection Agency,14-46,1427259600.0,1435554000.0,"Michigan, et al.",Petitioner,"Environmental Protection Agency, et al.",Respondent,Michigan,majority opinion,5.0,4.0,,,,,,,,,,,,,,,,majority,56064.0,aaron_d_lindstrom,for the state petitioners,21656.0,donald_b_verrilli_jr,for the federal respondents,majority,,majority,minority,minority,38319.0,paul_m_smith,for the industry respondents,1416895200.0,majority,majority,,,,,,,,minority,56157.0,f_william_brownell,for the industry petitioners and respondents in support,,,,,,,,,,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,
0,2004.03-1601,City of Rancho Palos Verdes v. Abrams,03-1601,1106114400.0,1111471200.0,"City of Rancho Palos Verdes, California, et al.",Petitioner,Mark J. Abrams,Respondent,"City of Rancho Palos Verdes, California, et al.",majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,31508.0,jeffrey_a_lamken,argued the cause for Petitioners,30335.0,james_a_feldman,"argued the cause for Petitioners, on behalf of the United States, as amicus curiae",majority,majority,majority,majority,majority,42213.0,seth_p_waxman,argued the cause for Respondent,1096347600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1985.85-488,"Ohio Civil Rights Commission v. Dayton Christian Public Schools, Inc.",85-488,512200800.0,520232400.0,"Ohio Civil Rights Commission, et al.",Appellant,"Dayton Christian Schools, Inc., et al.",Appellee,Ohio Civil Rights Commission,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,43859.0,william_b_ball,on behalf of the appellees,33920.0,kathleen_mc_manus,on behalf of the appellants,,,,,,33900.0,kathleen_mcmanus,for appellants,,,,majority,,,,,,,,43916.0,william_bentley_ball,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.509,Reed v. The Yaka,509,-211312800.0,-208292400.0,Reed,Petitioner,The Yaka,Respondent,Reed,majority opinion,7.0,2.0,minority,majority,majority,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1983.82-1127,"Helicopteros Nacionales de Colombia, S. A. v. Hall",82-1127,437119200.0,451634400.0,"Helicopteros Nacionales de Colombia, S. A.",Petitioner,Hall,Respondent,"Helicopteros Nacionales de Colombia, S. A.",majority opinion,8.0,1.0,,,,,minority,majority,,,,majority,majority,majority,majority,majority,majority,,25938.0,george_e_pletcher,on behalf of the Respondent,43461.0,thomas_j_whalen,on behalf of the Petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2001.00-1737,"Watchtower Bible & Tract Soc'y of New York, Inc. v. Village of Stratton",00-1737,1014703200.0,1024290000.0,"Watchtower Bible & Tract Soc'y of New York, Inc.",Petitioner,Village of Stratton,Respondent,"Watchtower Bible & Tract Soc'y of New York, Inc.",majority opinion,8.0,1.0,,,,,,,,,,,,,minority,majority,majority,majority,38222.0,paul_d_polidoro,Argued the cause for the petitioners,15668.0,abraham_cantor,Argued the cause for the respondents,majority,majority,majority,majority,majority,20901.0,david_m_gormley,"argued the cause as amicus curiae, supporting the respondents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1984.83-1842,Garrett v. United States,83-1842,474703200.0,486622800.0,Garrett,Petitioner,United States,Respondent,,majority opinion,5.0,3.0,,,,,minority,majority,,,,minority,majority,none,majority,minority,majority,,37830.0,philip_a_demassa,on behalf of Petitioner,36246.0,mark_i_levy,on behalf of Respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1997.96-792,Kalina v. Fletcher,96-792,876200400.0,881733600.0,Kalina,Petitioner,Fletcher,Respondent,,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,37220.0,norman_maleng,on behalf of the Petitioner,38150.0,patricia_a_millett,"on behalf of the United States, as amicus curiae, supporting the Respondent",majority,majority,majority,majority,majority,42694.0,timothy_k_ford,on behalf of the Respondent,,,,,,,,,,,,38140.0,particia_a_millett,for United States as amicus curiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1997.97-581,Pennsylvania Bd. of Probation and Parole v. Scott,97-581,891237600.0,898491600.0,Pennsylvania Bd. of Probation and Parole,Petitioner,Scott,Respondent,Pennsylvania Bd. of Probation and Parole,majority opinion,5.0,4.0,,,,,,,,,,,,,majority,minority,majority,majority,36722.0,malcolm_l_stewart,"on behalf of the United States, as amicus curiae, supporting the Petitioner",35101.0,leonard_n_sosnov,Argued the cause for the respondent,majority,minority,majority,minority,minority,20863.0,d_michael_fisher,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1993.92-74,"Department Of Revenue Of Oregon v. Acf Industries, Inc.",92-74,752738400.0,759391200.0,Department Of Revenue Of Oregon,Petitioner,"Acf Industries, Inc., et al.",Respondent,Department Of Revenue Of Oregon,majority opinion,8.0,1.0,,,,,,,,,,,majority,,majority,minority,majority,majority,19760.0,carter_g_phillips,on behalf of the Respondents,33864.0,kent_l_jones,as amicus curiae in support of the Petitioner,majority,majority,majority,majority,,43632.0,virginia_l_linder,on behalf of the Petitioner,,,,,,,,,,,,39838.0,richard_a_malm,for the Railway Progress Institute et al. as amici curiae urging affirmance,42348.0,thomas_w_andrews,for the Railway Progress Institute et al. as amici curiae urging affirmance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2001.00-1045,TRW Inc. v. Andrews,00-1045,1002603600.0,1005631200.0,TRW Inc.,Petitioner,Andrews,Respondent,TRW Inc.,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,25826.0,glen_d_nager,Argued the cause for the petitioner,16240.0,andrew_r_henderson,Argued the cause for the respondent,majority,majority,majority,majority,majority,33864.0,kent_l_jones,"Argued the cause for the United States, as amicus curiae, by special leave of court, supporting the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1987.86-1146,Bowen v. Galbreath,86-1146,566028000.0,572680800.0,Bowen,Petitioner,Galbreath,Respondent,Bowen,majority opinion,8.0,0.0,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,majority,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2018.18-485,McDonough v. Smith,18-485,1555477200.0,1561006800.0,Edward G. McDonough,Petitioner,Youel Smith,Respondent,McDonough,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,37171.0,neal_kumar_katyal,for the petitioner,33557.0,jeffrey_b_wall,"for the United States, as amicus curiae",,,minority,majority,majority,63120.0,thomas_j_o_connor,for the respondent,1547186400.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,minority,minority,majority,,,,,,,,,,,,,,,,,,,,,,,
0,1998.97-1802,Conn v. Gabbert,97-1802,919749600.0,923288400.0,Conn,Petitioner,Gabbert,Respondent,Conn,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,33773.0,kevin_c_brazile,Argued the cause for the petitioners,36235.0,michael_j_lightfoot,Argued the cause for the respondent,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2014.13-895,Alabama Legislative Black Caucus v. Alabama,13-895,1415772000.0,1427259600.0,"Alabama Democratic Conference, et al.",Appellant,"Alabama, et al.",Appellee,"Alabama Legislative Black Caucus, et al.",majority opinion,5.0,4.0,,,,,,,,,,,,,,,,minority,23226.0,eric_schnapper,for the petitioners in 13-895,56119.0,richard_pildes,for the petitioners in 13-1138,majority,,minority,majority,majority,21656.0,donald_b_verrilli_jr,"Solicitor General, Department of Justice, for the United States as amicus curiae supporting the petitioner",1401685200.0,minority,minority,,,,,,,,majority,56097.0,andrew_l_brasher,"for the respondents, Solicitor General, Alabama",,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1968.62,Moore v. Ogilvie,620,-24170400.0,-20804400.0,Moore,Appellant,Ogilvie,Appellee,Moore,majority opinion,7.0,2.0,minority,majority,majority,minority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1987.87-712,Bowen v. Massachusetts,87-712,577515600.0,583563600.0,Bowen,Petitioner,Massachusetts,Respondent,,majority opinion,6.0,3.0,,,,,majority,majority,,,,majority,majority,,minority,majority,majority,minority,39134.0,roy_t_englert,on behalf of the Federal Petitioners/Respondents,42461.0,thomas_a_barnico,on behalf of State Respondent/Petitioner,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1973.73-690,Air Pollution Variance Board of Colorado v. Western Alfalfa Corporation,73-690,136098000.0,138258000.0,Air Pollution Variance Board of Colorado,Petitioner,Western Alfalfa Corporation,Respondent,Air Pollution Variance Board of Colorado,majority opinion,9.0,0.0,,,majority,majority,majority,majority,,,,majority,majority,majority,majority,,,,46409.0,william_tucker,for petitioner,22612.0,edmund_w_kitch,"for the United States, as amicus curiae, by special leave of Court",,,,,,20653.0,donald_d_cawelti,for respondent,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989.88-995,Northbrook National Insurance Company v. Brewer,88-995,623480400.0,626421600.0,Northbrook National Insurance Company,Petitioner,Brewer,Respondent,Northbrook National Insurance Company,majority opinion,8.0,1.0,,,,,majority,majority,,,,majority,majority,,majority,minority,majority,majority,38035.0,peter_michael_jung,on behalf of the Petitioner,42684.0,timothy_m_fults,on behalf of the Respondent,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.15,Federal Trade Commission v. Mary Carter Paint Company,15,-132433200.0,-130874400.0,Federal Trade Commission,Petitioner,Mary Carter Paint Company,Respondent,Federal Trade Commission,majority opinion,7.0,1.0,minority,majority,majority,none,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1986.85-2116,Puerto Rico v. Branstad,85-2116,544082400.0,551422800.0,Puerto Rico,Petitioner,Branstad,Respondent,Puerto Rico,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,35152.0,lino_j_saldana,Argued the cause for the petitioner,17394.0,brent_r_appel,Argued the cause for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2003.03-724,"F. Hoffman-LaRoche, Ltd. v. Empagran S.A.",03-724,1082955600.0,1087189200.0,"F. Hoffmann-La Roche Ltd, et al.",Petitioner,"Empagran S.A., et al.",Respondent,"F. Hoffmann-La Roche Ltd, et al.",majority opinion,8.0,0.0,,,,,,,,,,,,,majority,majority,,majority,40150.0,r_hewitt_pate_iii,"argued the cause for Petitioners, on behalf of the United States, as amicus curiae",42002.0,stephen_m_shapiro,argued the cause for Petitioners,majority,majority,majority,majority,majority,42731.0,thomas_c_goldstein,argued the cause for Respondents,1071468000.0,,,,,,,,,,,37618.0,pate,argued the cause for the United States as amicus curiae urging reversal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1983.82-825,EEOC v. Shell Oil Company,82-825,436428000.0,449733600.0,Equal Employment Opportunity Commission,Petitioner,Shell Oil Company,Respondent,Equal Employment Opportunity Commission,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,40791.0,robert_e_williams,on behalf of the Respondent,40688.0,richard_g_wilkins,on behalf of the Petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2001.01-521,Republican Party of Minnesota v. White,01-521,1017122400.0,1025154000.0,Republican Party of Minnesota,Petitioner,White,Respondent,Republican Party of Minnesota,majority opinion,5.0,4.0,,,,,,,,,,,,,majority,minority,majority,majority,,,,,,,majority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.74-5116,Murphy v. Florida,74-5116,166770000.0,172126800.0,Jack Roland Murphy,Petitioner,Florida,Respondent,,majority opinion,8.0,1.0,,,majority,majority,minority,majority,,,,majority,majority,majority,majority,,,,28149.0,harvey_s_swickle,for petitioner,46065.0,william_l_rogers,"for respondent, pro hac vice, by special leave of Court",,,,,,,,,157010400.0,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1957.231,Benanti v. United States,231,-384199200.0,-380656800.0,Benanti,Petitioner,United States,Respondent,Benanti,majority opinion,9.0,0.0,majority,majority,majority,,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1972.71-666,United States v. Glaxo Group Ltd.,71-666,90136800.0,96530400.0,United States,Appellant,Glaxo Group Ltd.,Appellee,United States,majority opinion,6.0,3.0,,,majority,minority,majority,majority,,,,majority,minority,majority,minority,,,,28008.0,henry_p_sailer,"for appellee Glaxo Group, Limited",42168.0,sigmund_timberg,"for appellee Imperial Chemical Industries, Limited",,,,,,20837.0,daniel_m_friedman,for appellant,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
