,file_name,case_name,docket_number,Argued,Decided,Granted,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,advocate_0,advocate_description_0,advocate_1,advocate_description_1,advocate_2,advocate_description_2,advocate_3,advocate_description_3,advocate_4,advocate_description_4,advocate_5,advocate_description_5,advocate_6,advocate_description_6,advocate_7,advocate_description_7,advocate_8,advocate_description_8,advocate_9,advocate_description_9,advocate_10,advocate_description_10,advocate_11,advocate_description_11,advocate_12,advocate_description_12,advocate_13,advocate_description_13,advocate_14,advocate_description_14,advocate_15,advocate_description_15,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,elena_kagan,neil_gorsuch,brett_m_kavanaugh,charles_e_whittaker
0,1988.88-681,"California State Bd. of Equalization v. Sierra Summit, Inc.",88-681,1989-04,1989-06,,California State Bd. of Equalization,Petitioner,"Sierra Summit, Inc.",Respondent,California State Bd. of Equalization,majority opinion,6.0,0.0,robert_f_tyler_jr,on behalf of the Petitioner,david_ray_jenkins,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,majority,,,,none,none,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1977.76-6372,Quilloin v. Walcott,76-6372,1977-11,1978-01,,Quilloin,Appellant,Walcott,Appellee,,majority opinion,9.0,0.0,william_l_skinner,for appellant,thomas_f_jones,"for appellees,pro hac vice, by special leave of Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,2009.08-651,Padilla v. Kentucky,08-651,2009-10,2010-03,2009-02,Jose Padilla,Petitioner,Kentucky,Respondent,Jose Padilla,majority opinion,7.0,2.0,stephen_b_kinnaird,argued the cause for the petitioner,wm_robert_long_jr,argued the cause for the respondent,michael_r_dreeben,"Deputy Solicitor General, Department of Justice, for the United States as amicus curiae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,minority,majority,,minority,majority,majority,,,,,,majority,majority,majority,,,,,
0,2003.02-1593,"BedRoc Limited, LLC v. United States",02-1593,2004-01,2004-03,2003-09,"BedRoc Limited, LLC, and Western Elite, Inc.",Petitioner,"United States, et al.",Respondent,"BedRoc Limited, LLC, and Western Elite, Inc.",plurality opinion,6.0,3.0,r_timothy_mccrum,argued the cause for Petitioners,thomas_l_sansonetti,argued the cause for Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,minority,majority,minority,majority,,,,,,,,,,,,,
0,1998.97-1418,Bank of America v. 203 North LaSalle Partnership,97-1418,1998-11,1999-05,,Bank of America,Petitioner,203 North LaSalle Partnership,Respondent,Bank of America,majority opinion,8.0,1.0,roy_t_englert_jr,for the petitioner,patricia_a_millett,"For the United States, as amicus curiae, supporting the petitioner",richard_m_bendix_jr, for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1983.82-1246,"Bose Corporation v. Consumers Union of United States, Inc.",82-1246,1983-11,1984-04,,Bose Corporation,Petitioner,"Consumers Union of United States, Inc.",Respondent,,majority opinion,6.0,3.0,michael_n_pollet,Argued the cause for the respondent,charles_hieken,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,majority,minority,majority,minority,,,,,,,,,,,,,,,majority,,,,
0,1973.72-1454,Davis v. United States,72-1454,1974-02,1974-06,,Joseph Anthony Davis,Petitioner,United States,Respondent,Joseph Anthony Davis,majority opinion,7.0,2.0,marvin_m_karpatkin,argued the cause for the petitioner,edmund_w_kitch,argued the cause for the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,majority,majority,minority,minority,,,,,,,,,,,,,,,,,majority,,,,
0,1971.70-9,Younger v. Gilmore,70-9,1971-10,1971-11,,"Evelle J. Younger, et al.",Appellant,"Robert O. Gilmore, Jr., et al.",Appellee,,per curiam,7.0,0.0,george_r_nock,for appellants,john_e_wahl,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,majority,majority,,,,,,,,,,,,,,,,,,,majority,,,,
0,1966.84,Lassen v. Arizona ex rel. Arizona Highway Dept.,84,1966-11,1967-01,,Lassen,Petitioner,Arizona ex rel. Arizona Highway Dept.,Respondent,Lassen,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,2000.99-9073,Buford v. United States,99-9073,2001-01,2001-03,,Buford,Petitioner,United States,Respondent,,majority opinion,9.0,0.0,dean_a_strang,"Milwaukee, Wisconsin, argued the cause for petitioner",paul_r_q_wolfson,Argued the cause for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1971.71-119,Trbovich v. United Mine Workers,71-119,1971-11,1972-01,,Trbovich,Petitioner,United Mine Workers,Respondent,Trbovich,majority opinion,6.0,1.0,joseph_l_rauh_jr,for petitioner,erwin_n_griswold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,,,,majority,majority,none,none,,,,,,,,,,,,,,,,,majority,,,,
0,2010.09-1533,DePierre v. United States,09-1533,2011-02,2011-06,2010-10,Frantz DePierre,Petitioner,United States,Respondent,,majority opinion,9.0,0.0,andrew_j_pincus,for the petitioner,nicole_saharsky,"Assistant to the Solicitor General, Department of Justice, for the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,,,
0,1989.89-1433,United States v. Eichman,89-1433,1990-05,1990-06,,United States,Appellant,Eichman,Appellee,,majority opinion,5.0,4.0,william_m_kunstler,Argued the cause for the appellees,kenneth_w_starr,Argued the cause for the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,,minority,minority,minority,majority,majority,,,,,,,,,,,,,,,,,
0,1990.89-5916,Demarest v. Manspeaker,89-5916,1990-11,1991-01,,Demarest,Petitioner,Manspeaker,Respondent,Demarest,majority opinion,9.0,0.0,james_e_scarboro,on behalf of the Petitioner,michael_r_lazerwitz,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,majority,majority,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,
0,1982.81-802,City of Lockhart v. United States,81-802,1982-11,1983-02,,City of Lockhart,Appellant,United States,Appellee,City of Lockhart,majority opinion,6.0,3.0,walter_h_mizzell,on behalf of Appellant,jose_garza,on behalf of Appellee,walter_h_mizell,on behalf of the appellant -- rebuttal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,minority,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,2016.16-369,County of Los Angeles v. Mendez,16-369,2017-03,,2016-12,"County of Los Angeles, et al.",Petitioner,"Angel Mendez, et al.",Respondent,,,,,e_joshua_rosenkranz,for petitioner,nicole_saharsky,"for United States, as amicus curiae",leonard_feldman,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2000.00-836,Bush v. Palm Beach County Canvassing Board,00-836,2000-12,2000-12,,Bush,Petitioner,Palm Beach County Canvassing Board,Respondent,Bush,per curiam,9.0,0.0,joseph_p_klock,Argued the cause for petitioner Harris,laurence_h_tribe,Argued the cause for the respondent,paul_hancock,Argued the cause for petitioner Florida Attorney General,theodore_b_olson,Argued the cause for petitioner Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1986.86-5375,Burger v. Kemp,86-5375,1987-03,1987-06,,Burger,Petitioner,Kemp,Respondent,,majority opinion,5.0,4.0,joseph_m_nursey,on behalf of the Petitioner,william_b_hill_jr,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,
0,1980.79-512,"Scindia Steam Navigation Company, Ltd. v. Santos",79-512,1980-12,1981-04,,"Scindia Steam Navigation Company, Ltd.",Petitioner,Santos,Respondent,,majority opinion,8.0,0.0,graydon_s_staring,on behalf of the Petitioner,james_a_grutz,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,none,,,,
0,1982.81-184,United States v. Security Industrial Bank,81-184,1982-10,1982-11,,United States,Appellant,Security Industrial Bank,Appellee,,majority opinion,9.0,0.0,alan_i_horowitz,on behalf of the Appellant,henry_f_field,on behalf of the Appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,2010.10-290,Microsoft Corp. v. i4i Limited Partnership,10-290,2011-04,2011-06,2010-11,Microsoft Corporation,Petitioner,"i4i Limited Partnership, et al.",Respondent,,majority opinion,8.0,0.0,thomas_g_hungar,for the petitioner,seth_p_waxman,for the respondents,malcolm_l_stewart,"Deputy Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the respondents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,none,majority,,majority,,,
0,1978.78-58,Brown v. Felsen,78-58,1979-02,1979-06,,Brown,Petitioner,Felsen,Respondent,Brown,majority opinion,9.0,0.0,craig_a_christensen,for petitioner,alex_stephen_keller,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1980.80-242,Lehman v. Nakshian,80-242,1981-03,1981-06,,Lehman,Petitioner,Nakshian,Respondent,Lehman,majority opinion,5.0,4.0,patricia_j_barry,on behalf of the Respondent,edwin_s_kneedler,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,minority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,
0,1989.88-2102,Stewart v. Abend,88-2102,1990-01,1990-04,,Stewart,Petitioner,Abend,Respondent,,majority opinion,6.0,3.0,louis_p_petrich,on behalf of the Petitioners,peter_j_anderson,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,minority,minority,majority,minority,majority,,,,,,,,,,,,,,,,,
0,1967.701,In re Whittington,701,1968-04,1968-05,,In Re Whittington,Petitioner,,Respondent,In Re Whittington,per curiam,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,minority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,
0,2015.14-1457,Betterman v. Montana,14-1457,2016-03,2016-05,2015-12,Brandon Thomas Betterman,Petitioner,State of Montana,Respondent,Montana,majority opinion,8.0,0.0,fred_a_rowley_jr,for the petitioner,dale_schowengerdt,for the respondent,ginger_anders,"Assistant to the Solicitor General, for the United States as amicus curiae, for the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,,,
0,1985.84-1480,Wainwright v. Greenfield,84-1480,1985-11,1986-01,,Wainwright,Petitioner,Greenfield,Respondent,,majority opinion,9.0,0.0,ann_carrison_paschall,on behalf of the petitioner,james_d_whittemore,on behalf of the respondent,ann_garrison_paschall,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,2010.09-1279,FCC v. AT&T Inc.,09-1279,2011-01,2011-03,2010-09,Federal Communications Commission,Petitioner,AT&T Inc.,Respondent,Federal Communications Commission,majority opinion,8.0,0.0,anthony_a_yang,for the petitioners,geoffrey_m_klineberg,for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,none,,,
0,2015.14-510,Menominee Indian Tribe of Wisconsin v. United States,14-510,2015-12,2016-01,2015-06,Menominee Indian Tribe of Wisconsin,Petitioner,"United States, et al.",Respondent,United States,majority opinion,9.0,0.0,geoffrey_d_strommer,for the petitioner,ilana_eisenstein,for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,,,
0,1955.469,Petrowski v. Hawkeye-Security Insurance Company,469,1956-03,1956-03,,Petrowski,Petitioner,Hawkeye-Security Insurance Company,Respondent,Petrowski,per curiam,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,,,,,,,,,,,,,,majority,majority,majority,majority,,,,,,,,,
0,1999.99-5153,Johnson v. United States,99-5153,2000-02,2000-05,,Johnson,Petitioner,United States,Respondent,,majority opinion,8.0,1.0,rita_la_lumia,"Chattanooga, Tennessee, argued the cause for petitioner",paul_r_q_wolfson,"Department of Justice, argued the cause for respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1979.78-1557,Nachman Corporation v. Pension Benefit Guaranty Corporation,78-1557,1980-01,1980-05,,Nachman Corporation,Petitioner,Pension Benefit Guaranty Corporation,Respondent,,majority opinion,5.0,4.0,henry_rose,on behalf of the Respondent,robert_w_gettleman,on behalf of the Petitioner,m_jay_whitman,on behalf of Respondent UAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,minority,,,,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1956.582,Roth v. United States,582,1957-04,1957-06,,Roth,Petitioner,United States,Respondent,,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,minority,,majority,,majority,majority,,,,,,,,,,,,,,majority,majority,,,,,,,,,,,majority
0,1991.90-1491,Union Bank v. Wolas,90-1491,1991-11,1991-12,,Union Bank,Petitioner,Wolas,Respondent,Union Bank,majority opinion,9.0,0.0,john_a_graham,on behalf of the Petitioner,herbert_wolas,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,majority,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,
0,1987.86-937,United States v. Robinson,86-937,1987-11,1988-02,,United States,Petitioner,Robinson,Respondent,United States,majority opinion,5.0,3.0,lawrence_s_robbins,on behalf of the Petitioner,carolou_perry_durham,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,,majority,majority,majority,majority,none,,,,,,,,,,,,,,,,,
0,1983.82-1256,Lynch v. Donnelly,82-1256,1983-10,1984-03,,Lynch,Petitioner,Donnelly,Respondent,Lynch,majority opinion,5.0,4.0,william_f_mc_mahon,on behalf of the Petitioners,amato_a_de_luca,on behalf of the Respondents,rex_e_lee,on behalf of the United States as amicus curiae,william_f_mcmahon,for petitioners,amato_a_deluca,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,2013.12-1281,National Labor Relations Board v. Noel Canning,12-1281,2014-01,2014-06,2013-06,National Labor Relations Board,Petitioner,Noel Canning,Respondent,Noel Canning ,majority opinion,9.0,0.0,donald_b_verrilli_jr,on behalf of the petitioner,noel_j_francisco,on behalf of the respondents,miguel_a_estrada,"for Senate Republican Leader Mitch McConell, et al. as amici curiae, by special leave of the Court, on behalf of the respondents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,,,
0,1973.72-1322,Bradley v. School Board of the City of Richmond,72-1322,1973-12,1974-05,,Bradley,Petitioner,School Board of the City of Richmond,Respondent,Bradley,majority opinion,7.0,0.0,william_t_coleman_jr,for petitioners,george_b_little,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,none,majority,none,majority,,,,,,,,,,,,,,,,,majority,,,,
0,2019.18-217,Mathena v. Malvo,18-217,2019-10,,2019-03,Randall Mathena,Petitioner,Lee Boyd Malvo,Respondent,,,,,toby_j_heytens,On behalf of the Petitioner,eric_j_feigin,"For the United States, as amicus curiae, supporting the Petitioner",danielle_spinelli,On behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1993.93-518,Dolan v. City of Tigard,93-518,1994-03,1994-06,,Florence Dolan,Petitioner,City of Tigard,Respondent,Dolan,majority opinion,5.0,4.0,david_b_smith,Argued the cause for the petitioner,timothy_v_ramis,Argued the cause for the respondent,edwin_s_kneedler,"For the United States, as amicus curiae, supporting the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,majority,minority,majority,majority,majority,minority,majority,minority,,,,,,,,,,,,,,
0,1983.83-614,Securities Industry Association v. Board of Governors of the Federal Reserve System,83-614,1984-04,1984-06,,Securities Industry Association,Petitioner,Board of Governors of the Federal Reserve System,Respondent,,majority opinion,9.0,0.0,carter_g_phillips,on behalf of Respondent,james_b_weidner,on behalf of the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,2006.05-9222,Burton v. Stewart,05-9222,2006-11,2007-01,2006-06,Lonnie Lee Burton,Petitioner,"Belinda Stewart, Superintendent, Stafford Creek Corrections Center",Respondent,,per curiam,9.0,0.0,william_b_collins,argued the cause for Respondent,matthew_d_roberts,argued the cause for Respondent,jeffrey_l_fisher,argued the cause for Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,majority,majority,majority,,,,,,,majority,majority,,,,,
0,1982.81-2399,Metropolitan Edison Co. v. People Against Nuclear Energy,81-2399,1983-03,1983-04,,Metropolitan Edison Co.,Petitioner,People Against Nuclear Energy,Respondent,Metropolitan Edison Co.,majority opinion,9.0,0.0,paul_m_bator,on behalf of the Petitioners,william_s_jordan_iii,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1975.74-958,United States v. Janis,74-958,1975-12,1976-07,,United States,Petitioner,Janis,Respondent,United States,majority opinion,5.0,3.0,herbert_d_sturman,for respondent,robert_h_bork,for petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,majority,,,,minority,majority,majority,majority,none,,,,,,,,,,,,,,,,majority,,,,
0,1981.81-411,"Jackson Transit Authority v. Local Division 1285, Amalgamated Transit Union, AFL-CIO-CLC",81-411,1982-04,1982-06,,Jackson Transit Authority,Petitioner,"Local Division 1285, Amalgamated Transit Union, AFL-CIO-CLC",Respondent,Jackson Transit Authority,majority opinion,9.0,0.0,joseph_s_kaufman,on behalf of the Petitioners,linda_r_hirshman,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1972.71-1082,"Askew v. American Waterways Operators, Inc.",71-1082,1972-11,1973-04,,Askew,Appellant,"American Waterways Operators, Inc.",Appellee,Askew,majority opinion,9.0,0.0,daniel_s_dearing,for appellants,robert_l_shevin,for appellants,nicholas_j_healy,for appellees American Institute of Merchant Shipping and others,leroy_collins,"for appellees The American Waterways Operators, Inc., and others",,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,2016.16-341,TC Heartland LLC v. Kraft Food Brands Group LLC,16-341,2017-03,2017-05,2016-12,TC Heartland LLC ,Petitioner,Kraft Food Brands Group LLC,Respondent,TC Heartland LLC,majority opinion,8.0,0.0,james_w_dabney,for petitioner,william_m_jay,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,none,,
0,1986.86-393,United States v. Stanley,86-393,1987-04,1987-06,1986-12,"United States, et al.",Petitioner,James B. Stanley,Respondent,United States,majority opinion,5.0,4.0,richard_a_kupfer,on behalf of the respondents,christopher_j_wright,on behalf of the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,,,
0,2014.14-144,"Walker v. Texas Division, Sons of Confederate Veterans, Inc.",14-144,2015-03,2015-06,2014-12,"John Walker, III, et al.",Petitioner,"Texas Division, Sons of Confederate Veterans, Inc., et al.",Respondent,Walker III,majority opinion,5.0,4.0,scott_a_keller,for the petitioners,roger_james_george_jr,for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,,majority,majority,majority,,,,,,majority,minority,minority,,majority,,,
